image_id,filename,description,fashion_description
459,459.jpg,The image shows a model walking down a runway in a fashion show. The model is wearing a black jacket over a black crop top and grey cargo pants. She has shoulder-length dark hair with bangs and is looking directly at the camera with a serious expression. The background shows a large window with a view of a crowd of people sitting on either side of the runway. The floor is made of white tiles and there is a green and white patterned wall behind the model.,"OUTFIT: black crop top, grey cargo pants, black jacket | ACCESSORIES: ring"
46,46.jpg,"The image shows a young woman with long blonde hair, wearing sunglasses, drinking from a wine glass. She is standing in front of a wooden door with a stone wall behind her. The woman is holding the glass with both hands and appears to be taking a sip from it. The glass is filled with a golden-colored liquid, possibly wine, and the woman is looking down at it with a content expression on her face.","ACCESSORIES: sunglasses, ring, glasses"
460,460.jpg,"The image shows a model walking down a runway in a fashion show. The model is wearing a long, oversized sweater with a geometric pattern in shades of orange, black, and white. The sweater has a high neckline and long sleeves, and it is cinched at the waist with a black belt. The skirt of the sweater is knee-length and falls below the model's knees. She is wearing brown ankle boots and has her hair styled in loose waves. The background is a white wall with columns on either side.","OUTFIT: skirt, geometric, sweater | ACCESSORIES: brown ankle boots, ring, black belt | STYLE: high neckline, knee-length, loose, oversized"
461,461.jpg,"The image shows a man standing on a stage with his arms raised in the air. He is wearing a red jacket and yellow pants. The stage is lit up with blue and white lights, creating a dramatic atmosphere. The background is dark, making the man and the stage stand out. The audience can be seen in the background, with their hands raised in a celebratory gesture. The image appears to be taken at night, as the lights are shining brightly.","OUTFIT: yellow pants, red jacket | ACCESSORIES: ring"
462,462.jpg,"The image is a black and white photograph of a young woman posing in a dramatic pose. She is wearing a sleeveless dress with a high neckline and a flared skirt that falls below her knees. The dress is made of a dark fabric with a floral pattern on the bodice and sleeves. The woman has blonde curly hair styled in loose curls and is looking directly at the camera with a serious expression on her face. The background is completely black, making the woman the focal point of the image.","OUTFIT: dress, flare, red skirt, floral | ACCESSORIES: hat, ring | STYLE: high neckline, loose, sleeveless"
463,463.jpg,"The image is a portrait of a young woman with shoulder-length brunette hair. She is wearing a blue collared shirt and has a serious expression on her face. Her arms are crossed over her chest and she is looking directly at the camera. The background is blurred, but it appears to be an outdoor setting with trees and greenery. The image is in black and white and there is text on the bottom right corner that reads ""BEST VALUE, Top Picks Updated + BONUS"".","OUTFIT: red shirt, top | ACCESSORIES: hat, ring"
464,464.jpg,"The image is a photograph of a young woman posing in a studio. She is wearing a maroon dress with a high neckline and short sleeves. The dress is knee-length and falls above her knees. She has short blonde hair styled in a short bob with bangs. The woman is standing with one hand on her hip and the other resting on her thigh. She also has a pair of black high heels on her feet. The background is a plain grey color. The image is framed by a white border with the words ""All That Prints"" written in black.","OUTFIT: maroon dress | ACCESSORIES: hat, black high heels, ring | STYLE: high neckline, knee-length"
465,465.jpg,"The image is a black and white photograph of a young woman standing in a dimly lit room. She is wearing a short, flowy dress with a floral pattern and a ruffled neckline. The dress has a fitted bodice and a flared skirt that falls below her knees. The woman has her arms crossed over her chest and her hair is styled in an updo. She appears to be looking off to the side with a serious expression on her face. The background is a plain wall with a shadow of a person on the left side of the image.","OUTFIT: dress, flare, red skirt, floral | ACCESSORIES: hat, ring | STYLE: fitted, flowy"
466,466.jpg,"The image is a photograph of a young woman posing in a dance pose. She is wearing a short, flowy dress with a purple and black patterned design. The dress has a high neckline and short sleeves, and the skirt falls below her knees. She has blonde hair styled in loose waves and is wearing yellow thigh-high boots with a leopard print pattern. The woman is standing with one leg bent at the knee and the other extended behind her, with her arms stretched out to the sides. The background is black, making the woman the focal point of the image.","OUTFIT: skirt, dress, leopard print | ACCESSORIES: ring, yellow thigh-high boots | STYLE: high neckline, loose, flowy"
467,467.jpg,"The image shows two young women in a room with a blue wall and a window in the background. The woman on the left is wearing a denim jacket and white shorts, while the woman in the yellow tank top is in a squatting position with her arms stretched out to the sides. Both women have long dark hair and are wearing white knee-high socks. The image appears to be taken from a low angle, looking up at the two women.","OUTFIT: yellow tank top, jacket, denim, denim jacket, white shorts | ACCESSORIES: ring"
468,468.jpg,"The image is a photograph of a person lying on the ground in a garden at night. The person is wearing a white t-shirt and appears to be in a state of distress. The background is dark and there is a wooden fence on the right side of the image. On the left side, there is text that reads ""Chic Gym"" and a logo for ADT. The text is in white and is in a sans-serif font. The image is taken from a low angle, looking up at the person's hands.","OUTFIT: shirt, white t-shirt | ACCESSORIES: hat, ring"
469,469.jpg,"The image shows a young woman posing on the red carpet at the SAG-AFTRA Screen Actors Guild Awards. She is wearing a strapless, floor-length gown with a sweetheart neckline and a full skirt made of pink roses. The dress has a fitted bodice and a flared skirt that cascades down to the floor. The woman is standing with one hand on her hip and the other resting on her thigh. She has shoulder-length dark hair styled in loose waves and is looking directly at the camera with a serious expression. In the background, there is a white backdrop with the words ""SAG-AFTRA"" and the logo of the event.","OUTFIT: dress, flare, red skirt, gown | ACCESSORIES: hat, ring | STYLE: sweetheart neckline, fitted, floor-length, strapless, loose"
47,47.jpg,The image shows a man lying on a sandy beach with the ocean in the background. He is shirtless and wearing white swim shorts with a drawstring waistband. He has a beard and is looking directly at the camera with a serious expression on his face. The man is lying on his back with his arms stretched out to the sides and his legs slightly bent at the knees. The beach is covered in white sand and there is a rocky cliff on the left side of the image. The ocean is visible in the distance with small waves crashing onto the shore.,"OUTFIT: shirt, white swim shorts | ACCESSORIES: ring"
470,470.jpg,"The image shows a young man sitting on a concrete wall. He is wearing a navy blue button-down shirt with white polka dots all over it. The shirt has a collar and short sleeves. The man is also wearing green shorts with white stripes on the sides. He has his hands resting on the wall and is looking off to the side with a serious expression on his face. The background is blurred, but it appears to be an outdoor setting with wooden planks.","OUTFIT: green shorts, white polka dot, blue button-down shirt | ACCESSORIES: ring | STYLE: button-down"
471,471.jpg,"The image shows a wooden shelf attached to a white wall. On the shelf, there is a small table lamp with a transparent glass shade. The lamp is turned on and emits a warm orange light. The glass shade is filled with small pink and purple objects, which appear to be jewelry or accessories. There is also a small orange pumpkin on the shelf next to the lamp. On top of the shelf there are a few books and a picture frame. The overall aesthetic of the image is modern and minimalistic.",OUTFIT: top | STYLE: mini
472,472.jpg,The image shows three female singers performing on a stage. The stage is lit up with red and black lights and there is a large crowd in the background. The singer in the center is holding a microphone and appears to be singing. She is wearing a black and red outfit with a high neckline and long sleeves. The two singers on either side of her are also wearing black outfits with red accents. They are all holding microphones and appear to be in the middle of a performance. The image appears to have been taken during a concert or performance.,ACCESSORIES: ring | STYLE: high neckline
473,473.jpg,"The image shows Taylor Swift performing on stage with a black electric guitar. She is wearing a red sequin top and black shorts, and her blonde hair is styled in loose waves. The stage is lit up with blue and white lights, creating a dramatic atmosphere. Taylor is holding the guitar with both hands and appears to be singing into a microphone.","OUTFIT: black shorts, red sequin top | ACCESSORIES: ring | STYLE: loose"
474,474.jpg,The image shows a young woman singing into a microphone on a stage. She is wearing a purple feathered jacket with sequins and beads. Her long blonde hair is styled in loose waves and she has a serious expression on her face. The background is dark and there are bright lights shining down on her. The overall mood of the image is energetic and dramatic.,"OUTFIT: sequins, red jacket | ACCESSORIES: ring | STYLE: loose"
475,475.jpg,"The image shows a female singer, Taylor Swift, performing on a stage. She is wearing a long, flowing pink dress with intricate lace detailing. The dress has a high neckline and long sleeves, and her hair is styled in loose waves. The stage is lit up with colorful confetti, and there is a large crowd of people in the background. The singer is holding a microphone and appears to be in the middle of a performance.","OUTFIT: lace, pink dress | ACCESSORIES: ring | STYLE: high neckline, loose"
476,476.jpg,The image shows a young woman standing in a field of red and yellow poppies. She is wearing a strapless blue top and a long white skirt. She has long dark hair and is holding a yellow purse in her left hand. The sky is overcast and the overall mood of the image is peaceful and serene. The woman appears to be looking up towards the sky with a dreamy expression on her face.,"OUTFIT: white skirt, blue top | ACCESSORIES: ring, yellow purse | STYLE: strapless"
477,477.jpg,"The image shows Taylor Swift performing on stage with a white acoustic guitar. She is wearing a silver sequin bodysuit and fishnet stockings. Her hair is styled in loose waves and she is singing into a microphone. In the background, there is another woman with long blonde hair, also singing into the microphone. The stage is lit with pink and purple lights, creating a dramatic atmosphere.",OUTFIT: suit | ACCESSORIES: ring | STYLE: loose
478,478.jpg,"The image shows a modern building with a unique architectural design. The building is made of concrete and has a triangular shape with a sloping roof. The exterior of the building is painted in a light beige color and has multiple layers of concrete blocks stacked on top of each other. The blocks are arranged in a spiral pattern, creating a sense of depth and dimension. The sky is blue and there are a few trees visible in the background. A person can be seen walking on the sidewalk in front of the structure.",OUTFIT: top
479,479.jpg,The image shows a young woman standing in a hallway. She is wearing a white crop top and a white skirt with a geometric pattern. The crop top has thin straps and a deep V-neckline. The skirt has a high-waisted fit and falls below her knees. The woman has shoulder-length brunette hair styled in loose waves and is looking off to the side with a serious expression on her face. The hallway has yellow walls and there is a door visible in the background.,"OUTFIT: geometric, white crop top, white skirt | ACCESSORIES: ring | STYLE: v-neckline, loose, high-waisted, v-neck"
48,48.jpg,"The image shows a young woman sitting on a white couch with a baby in her lap. The woman is wearing a white tank top and blue shorts, and her hair is styled in loose waves. The baby is a young boy, wearing a black t-shirt and a gold bracelet on his wrist. He is looking up at the woman with a curious expression on his face. The background is a plain white wall.","OUTFIT: shirt, white tank top, blue shorts, black t-shirt | ACCESSORIES: gold bracelet, ring | STYLE: loose"
480,480.jpg,"The image shows a young woman standing on a stage with a dark background. She is wearing a black crop top and striped pants. Her long blonde hair is styled in loose waves and she is looking off to the side with a serious expression on her face. The stage is lit with blue lights, creating a dramatic atmosphere.","OUTFIT: black crop top, pants, striped | ACCESSORIES: ring | STYLE: loose"
481,481.jpg,"The image is a portrait of a young woman posing in a strapless dress. The dress is black and green in color with a sweetheart neckline and a deep V-neckline. The skirt of the dress is fitted and flares out at the bottom, creating a flattering silhouette. The woman has shoulder-length dark hair styled in loose curls and is looking directly at the camera with a serious expression. She is standing with one hand on her hip and the other resting on her head. The background is a plain grey color.","OUTFIT: skirt, dress, flare | ACCESSORIES: ring | STYLE: sweetheart neckline, v-neckline, fitted, v-neck, strapless, loose"
482,482.jpg,"The image is a black and white photograph of a young woman sitting on the floor. She is wearing a sleeveless tank top and black shorts. Her hair is styled in a short bob and she is looking off to the side with a slight smile on her face. The background is blurred, but it appears to be a room with a window and a curtain. The woman is holding a cigarette in her right hand and her left hand is resting on her chin. The overall mood of the image is relaxed and contemplative.","OUTFIT: tank top, black shorts, top | ACCESSORIES: ring | STYLE: sleeveless"
483,483.jpg,"The image shows a person in mid-air, with their arms stretched upwards and their legs bent at the knees. They are wearing a white suit and a blue helmet. The background is a plain white wall, and the person appears to be in the middle of a dance move. The image is taken from a low angle, looking up at the person with a sense of movement and energy. The overall mood of the image is surreal and dreamlike.",OUTFIT: white suit | ACCESSORIES: ring
484,484.jpg,"The image shows a young woman standing in front of a large window with a view of a cityscape. She is wearing a black lace dress with a high neckline and long sleeves. The dress is knee-length and has a high slit on the side. The woman is also wearing black tights and high heels. She has long dark hair styled in loose waves and is looking directly at the camera with a serious expression. The window behind her is open, allowing natural light to enter the room.","OUTFIT: black lace dress, black lace | ACCESSORIES: heels, ring, high heels, cap | STYLE: high neckline, knee-length, loose"
485,485.jpg,The image shows a young woman standing in front of a bright pink background. She is wearing a pink mini dress with long sleeves and a high neckline. The dress is fitted at the waist and falls above her knees. She has long curly hair that is styled in loose waves and is holding a small pink handbag in her left hand. The woman is also wearing pink tights and high heels with a chunky heel. She appears to be posing for a photo. The overall mood of the image is confident and fashionable.,"OUTFIT: pink mini dress | ACCESSORIES: heels, pink handbag, ring, high heels, hat, bag | STYLE: high neckline, mini, fitted, loose"
486,486.jpg,"The image is a black and white portrait of Chiara Ferragni, the CEO and President TBS Crew & Chiara Ferrari Brand. She is wearing a black blazer and a pearl necklace. Her hair is styled in loose waves and she is looking directly at the camera with a serious expression. The background is plain white. On the right side of the image, there is text that reads ""CNMIFashion Trust Grant 2023"".","OUTFIT: black blazer, lace | ACCESSORIES: necklace, hat, ring | STYLE: loose"
487,487.jpg,"The image is a black and white portrait of a man named Elia Maramotti. He is wearing a suit and tie and has a serious expression on his face. The background is plain white. On the top right corner of the image, there is text that reads ""CNMIFashion Trust Grant 2023"". Below the text, it reads ""Brand Director, Member of Max Mara, Fashion Group Sustainability Committee, Committee Co-President"".","OUTFIT: tee, suit, top | ACCESSORIES: hat, ring"
488,488.jpg,"The image shows two men wearing black graduation gowns and hats, standing on a stage. The man on the left is holding a large document in his hands and appears to be presenting it to the other man, who is standing next to him. Both men are smiling and looking at the document. The background is dark, suggesting that the photo was taken at a graduation ceremony.","OUTFIT: black graduation gown | ACCESSORIES: hat, ring"
489,489.jpg,"The image shows a young woman sitting on the ground in a parking lot. She is wearing a long black dress with gold accents and has long brown hair. The dress is flowing in the wind and she is holding a black bag in her hands. The woman is smiling and looking at the camera. In the background, there is a yellow forklift parked on the side of the road and a building with a sign that reads ""CAT"". The parking lot is marked with yellow lines and there are several yellow taxi cabs scattered around.","OUTFIT: black dress | ACCESSORIES: black bag, hat, ring"
49,49.jpg,"The image shows a young woman holding a baby in her arms on a rocky beach. The woman is wearing a long beige dress and has long dark hair that is styled in loose curls. She is looking out at the ocean with a peaceful expression on her face. The baby is a toddler wearing a white onesie and is standing on the woman's shoulders. The ocean is visible in the background with small waves crashing onto the shore. The sky is blue and the sun is setting, casting a warm glow over the scene. The overall mood of the image is calm and serene.","OUTFIT: beige dress | ACCESSORIES: hat, ring | STYLE: loose"
490,490.jpg,"The image shows a model walking down a runway during a fashion show. The model is wearing a long, colorful dress with a unique design. The dress is made up of different shades of blue, green, yellow, pink, and purple, creating a vibrant and eye-catching pattern. The skirt of the dress is flowing and cascades down to the floor, creating an asymmetrical silhouette. The top of the skirt has a deep V-neckline with a cut-out detail in the center, adding a pop of color to the otherwise monochromatic outfit. In the background, there are other models walking on the runway, and a building can be seen in the distance. The runway is lined with pink flowers and greenery, and the sky is dark, suggesting that the photo was taken at night.","OUTFIT: skirt, dress, top | ACCESSORIES: hat, ring | STYLE: v-neckline, v-neck"
491,491.jpg,"The image shows a woman walking on a red carpet at an event. She is wearing a long, flowing red gown with a sweetheart neckline and a full skirt. The dress is made of a shiny, satin fabric and has a ruffled bodice. The woman is wearing sunglasses and has her hair styled in an updo with a flower crown on top. She appears to be walking towards the audience, who are holding up their phones to take pictures or videos. The background shows a brick building and a staircase with a railing. There are also some plants and flowers on either side of the stairs.","OUTFIT: skirt, dress, satin, red gown, top | ACCESSORIES: sunglasses, ring, glasses | STYLE: sweetheart neckline"
492,492.jpg,"The image shows three mannequins wearing dresses on display in front of a yellow banner that reads ""Cria Costura Acceleradora Criativa >"". The dresses are displayed on wooden stands and are arranged in a row. The mannequin on the left is wearing a brown dress with a floral pattern, the one on the right is wearing an olive green dress with ruffles and a ruffled neckline, and the one in the middle is wearing the same dress. The background is dark, and there are other dresses visible in the background.","OUTFIT: green dress, floral | ACCESSORIES: hat, ring"
493,493.jpg,"The image shows a male model walking down a runway during a fashion show. He is wearing a white outfit with a large white hat and sunglasses. The outfit is made up of multiple colorful bags in different colors, including orange, yellow, green, purple, and blue. The bags are arranged in a way that they form a unique and eye-catching design. The model is walking confidently with his hands in his pockets and his head turned slightly to the side. In the background, there is a black wall with the words ""Fashion Week"" written in white. On the left side of the image, there are people sitting in the audience, watching the show.","ACCESSORIES: watch, sunglasses, ring, white hat, glasses, bag"
494,494.jpg,"The image shows two women and a man posing together on a red carpet at a formal event. The woman on the left is wearing a long, pink fur coat with a high neckline and long sleeves. She has blonde hair styled in loose waves and is wearing high heels. The man on the right is also wearing a black suit and is standing behind her. They are both smiling and looking at the camera. In the background, there are photographers and photographers taking pictures of the event.","OUTFIT: pink fur, black suit, pink fur coat | ACCESSORIES: heels, ring, high heels | STYLE: high neckline, loose"
495,495.jpg,"The image shows a mannequin wearing a colorful dress. The dress is made up of multiple layers of fabric in different shades of pink, orange, and yellow. The bodice of the dress is sleeveless and has a scoop neckline. The skirt of the skirt is full and flows down to the floor. On the right side of the image, there is a blue wall with a sign that reads ""Ype"". On the left side, there are several colorful balls hanging from a string. The background is a dark blue color.","OUTFIT: skirt, dress | ACCESSORIES: hat, ring | STYLE: scoop neck, sleeveless"
496,496.jpg,"The image shows a woman walking on a sidewalk at night. She is wearing a pink dress with a high slit on the side, revealing her legs. The dress is strapless and has a fitted bodice. She has a large pink hat on her head and is accessorized with multiple necklaces and bracelets. The woman is wearing high heels and appears to be in motion. In the background, there are other people walking on the sidewalk and a blackboard with the words ""Open New York City"" written on it. There is also a man in a black shirt and a yellow suitcase.","OUTFIT: black shirt, lace, yellow suit, pink dress | ACCESSORIES: necklace, heels, pink hat, bracelet, ring, high heels | STYLE: fitted, strapless"
497,497.jpg,"The image is a close-up portrait of a young woman with dark hair styled in loose curls. She is wearing a white tank top and has a small white flower in her hair. The woman is looking directly at the camera with a serious expression on her face. The background is blurred, but it appears to be an outdoor setting with a wooden roof and a white wall. The text on the image reads ""Gen Zers and Millennials Finally Agree: This 2-Second Hairstyle Will Define 2023"".",OUTFIT: white tank top | ACCESSORIES: ring | STYLE: loose
498,498.jpg,"The image is a portrait of a young woman with her hair pulled back in a high ponytail. She is wearing a pink knitted sweater with a high neckline and long sleeves. The sweater appears to be made of a soft, fuzzy material and has a ribbed texture. The woman is posing with her hands on her neck and is looking directly at the camera with a serious expression. She has a pair of gold hoop earrings on her ears. The background is plain white.","OUTFIT: pink knitted sweater | ACCESSORIES: ring, gold hoop earrings | STYLE: high neckline"
499,499.jpg,"The image shows two shirts hanging on a wooden hanger against a white wall. The shirt on the left is a dark grey button-down shirt with a collar and long sleeves. It has a small pocket on the right side of the chest and two buttons on the front. On the left, there is a pair of olive green sneakers with white soles. The shoes appear to be new and unused.","OUTFIT: grey button-down shirt | ACCESSORIES: shoes, green sneakers | STYLE: button-down"
5,5.jpg,"The image shows a group of people standing in a dimly lit room. They are all dressed in formal attire, with some wearing black tuxedos and others wearing white dresses. The group appears to be posing for a photo, with the man in the center holding a bouquet of flowers. The background is blurred, but it seems to be a formal event with other people in the background. The overall mood of the image is somber and celebratory.",OUTFIT: white dress | ACCESSORIES: ring
50,50.jpg,"The image shows a young woman standing in front of a swimming pool at night. She is wearing a black crop top and red and black striped pants with white stripes on the sides. She has long dark hair and is holding a black purse in her left hand. The pool is surrounded by lounge chairs and umbrellas, and there are a few people in the background. The sky is dark and the overall mood of the image is relaxed and casual.","OUTFIT: black crop top, black striped, black striped pants | ACCESSORIES: ring, black purse"
500,500.jpg,"The image shows a female singer performing on stage with her arms stretched out wide. She is wearing a black outfit with a red and black patterned top and black pants. Her blonde hair is styled in loose waves and she is holding a microphone in her right hand. The background is dark and the stage is lit with bright lights. The image appears to be taken from a low angle, looking up at the singer.","OUTFIT: black pants, black patterned top | ACCESSORIES: ring | STYLE: loose"
501,501.jpg,"The image is a portrait of a young African-American man. He is wearing a navy blue hoodie with a ruffled collar and a white t-shirt underneath. The hoodie has the words ""Anor A Yoda Duda"" written in white cursive font across the chest. The man is looking directly at the camera with a serious expression on his face. The background is plain white.","OUTFIT: shirt, white t-shirt, blue hoodie | ACCESSORIES: ring"
502,502.jpg,The image shows a young woman sitting on the floor in a living room. She is wearing a white dress with a floral pattern and has long blonde hair that is styled in loose waves. The woman is looking directly at the camera with a serious expression on her face. The room is decorated with purple and white flowers and there are two lamps on either side of her. The walls are painted in a soft pink color and there is a couch in the background. The overall mood of the image is peaceful and serene.,"OUTFIT: white dress, floral | ACCESSORIES: hat, ring | STYLE: loose"
503,503.jpg,"The image shows a man and a woman standing in a living room. The man is standing behind the woman, who is sitting on a black leather armchair. They are both wearing beige sweaters and white pants. The woman is wearing a beige sweater and white sneakers. She has long dark hair and is looking directly at the camera with a serious expression. The room has a large window with sheer curtains, and there is a small wooden stool in front of the window. The walls are painted in a light beige color, and the floor is covered with a patterned rug.","OUTFIT: black leather, white pants, beige sweater | ACCESSORIES: ring, white sneakers"
504,504.jpg,"The image shows a young woman standing in front of a plain white background. She is wearing a navy blue blouse with a small white polka dot pattern. The blouse has a button-down collar and long sleeves. The woman is also wearing black trousers with a high waist and a belt with gold buttons. She has her hair pulled back in a low bun and is looking off to the side with a serious expression on her face. The text on the top left corner of the image reads ""L'Oreal Paris"".","OUTFIT: white polka dot, blue blouse, black trousers, top | ACCESSORIES: belt, ring | STYLE: button-down"
505,505.jpg,"The image shows a young woman and a young man walking together on a street. The woman is on the left side of the image, wearing a black leather jacket and a white blouse. She has her hair styled in a sleek updo and is smiling at the camera. The man on the right side is wearing a dark jacket and has short dark hair. They appear to be walking side by side, with the woman's arm around the man's waist. The background is blurred, but it appears to be a city street with buildings and people.","OUTFIT: white blouse, black leather jacket, black leather | ACCESSORIES: ring"
506,506.jpg,The image shows a young woman with her hair pulled back in a high ponytail. She is wearing a black and white tweed jacket with a black belt cinching her waist. The jacket has a high collar and long sleeves. The woman is also wearing gold earrings. She has a serious expression on her face and is looking off to the side. The background is plain white.,"OUTFIT: white tweed jacket | ACCESSORIES: ring, gold earrings, black belt"
507,507.jpg,The image shows a young woman walking on a sidewalk in front of a white brick building. She is wearing a blue jumpsuit with short sleeves and a high neckline. The jumpsuit has a high waistline and wide legs that flare out at the bottom. She has a red clutch in her left hand and is wearing sunglasses. Her hair is styled in loose waves and she is looking off to the side with a serious expression on her face.,"OUTFIT: suit, flare, blue jumpsuit | ACCESSORIES: sunglasses, red clutch, ring, glasses, hat | STYLE: high neckline, loose"
508,508.jpg,"The image is a close-up portrait of a young woman with long brunette hair. She is wearing a pair of tortoiseshell-framed sunglasses with a gold frame and dark lenses. She has a big smile on her face and is looking directly at the camera. The background is blurred, but it appears to be an outdoor setting with people and buildings visible. The woman is also wearing a white and blue striped sweater.","OUTFIT: blue striped, blue striped sweater | ACCESSORIES: sunglasses, ring, glasses"
509,509.jpg,"The image shows a modern outdoor seating area with a concrete floor and a white wall in the background. On the left side of the image, there is a large orange sculpture of a bird with its wings spread wide. In the center of the seating area, there are two beige armchairs and a round coffee table. The chairs have a modern design with a curved backrest and armrests. The coffee table is made of wood and has a rectangular shape. The overall color scheme of the space is warm and inviting.",
51,51.jpg,"The image shows a young woman standing on a sandy beach with the ocean in the background. She is wearing a white crop top and purple sequin pants. Her long dark hair is styled in loose waves and she is looking off to the side with a serious expression on her face. In the distance, there is a cruise ship sailing on the water and a small island in the distance. The sky is blue and the weather appears to be sunny and warm.","OUTFIT: white crop top, purple sequin pants | ACCESSORIES: ring | STYLE: loose"
510,510.jpg,"The image shows a young woman standing in a garden with a large building in the background. She is wearing a two-piece outfit consisting of a crop top and a long skirt with a ruffled hemline. The top is a coral-colored crop top with short sleeves and a cut-out detail on the front. The skirt is made of a textured fabric with a floral pattern and has a high-low hemline, creating a flowy silhouette. The woman is holding a white handbag in her left hand and is wearing high heels. She has long brown hair styled in loose waves and is looking off to the side with a serious expression on her face.","OUTFIT: skirt, red crop top, floral | ACCESSORIES: heels, white handbag, bag, ring, high heels | STYLE: loose, flowy"
511,511.jpg,"The image shows a young man standing on a concrete surface with a view of the ocean in the background. He is wearing a beige jumpsuit with a collared shirt underneath and black shoes. He has a black crossbody bag slung over his shoulder and is looking directly at the camera with a serious expression. The sky is blue and the ocean is visible in the distance, with a few buildings and trees visible on the left side of the image. The overall mood of the photo is casual and relaxed.","OUTFIT: red shirt, suit, beige jumpsuit | ACCESSORIES: black crossbody bag, black shoes, ring, black crossbody"
512,512.jpg,"The image shows a woman walking on a white runway. She is wearing a long, flowy dress with a colorful floral print in shades of pink, blue, green, and yellow. The dress has a deep V-neckline and thin straps that cross over her shoulders. She has long dark hair styled in loose waves and is wearing gold bracelets and high heels. The woman is walking confidently with her hands on her hips and her head turned slightly to the side. The background is plain white.","OUTFIT: dress, floral | ACCESSORIES: heels, gold bracelet, ring, hat, high heels | STYLE: v-neckline, flowy, loose, v-neck"
513,513.jpg,"The image shows a young woman walking on a blue runway. She is wearing a pink one-piece swimsuit with a halter neckline and thin straps. The swimsuit is fitted and flares out at the bottom, accentuating her curves. She has long dark hair that is styled in loose waves and is wearing high heels with a pointed toe. The woman is holding a pink purse in her left hand and her right hand is resting on her hip. In the background, there are other people walking on the runway. The image appears to be taken during a fashion show or performance.","OUTFIT: suit, flare | ACCESSORIES: heels, pink purse, ring, hat, high heels | STYLE: fitted, halter, loose"
514,514.jpg,"The image shows a young woman walking on a runway. She is wearing a blue and white patterned outfit consisting of a cropped jacket and a mini skirt. The jacket has a high collar and long sleeves, and the skirt is knee-length. The woman is also wearing a pair of sunglasses on her head. She has blonde hair styled in a sleek updo and is looking off to the side with a serious expression on her face. In the background, there are people sitting at tables and a white railing.","OUTFIT: skirt, jacket | ACCESSORIES: sunglasses, ring, glasses | STYLE: knee-length, mini"
515,515.jpg,"The image shows a beautiful outdoor wedding ceremony taking place on a hill overlooking the ocean. The hill is covered in lush greenery and there are rows of trees on either side. The sky is clear and blue, and the ocean can be seen in the background. In the center of the image, there is a long white runway with a group of people walking down it. The people are dressed in formal attire, with some wearing pink and others wearing blue. There are also a few people sitting on the grass, watching the ceremony. The overall atmosphere is peaceful and serene.","OUTFIT: lace, dress | ACCESSORIES: watch, ring"
516,516.jpg,The image shows a woman walking on a white runway. She is wearing a black dress with white polka dots all over it. The dress has a collared neckline and short sleeves. The woman is also wearing sunglasses and has her hair styled in loose waves. She has gold bracelets on her wrists and is wearing white high heels. The background is plain white.,"OUTFIT: white polka dot, black dress | ACCESSORIES: white high heels, sunglasses, gold bracelet, ring, glasses | STYLE: loose"
517,517.jpg,"The image shows a wooden chair with an orange seat and backrest. The chair is placed on a concrete floor in front of a wall with a geometric pattern of black lines. The lines are arranged in a zigzag pattern, creating a sense of depth and dimension. The overall aesthetic of the image is modern and minimalistic.","OUTFIT: lace, geometric | STYLE: mini"
518,518.jpg,"The image is a portrait of a young man with a beard and short, dark hair. He is wearing a grey button-down shirt with a small blue embroidered logo on the chest. The shirt has a collar and long sleeves. The man is looking directly at the camera with a serious expression on his face. The background is plain white.","OUTFIT: grey button-down shirt | ACCESSORIES: ring | STYLE: embroidered, button-down"
519,519.jpg,"The image is a close-up portrait of a young woman with shoulder-length brunette hair styled in loose curls. She is wearing a statement necklace with multiple layers of colorful crystals and pearls. The necklace is draped over her shoulder and she is looking directly at the camera with a serious expression. The background is a plain white wall. The woman appears to be posing for a photo, with her body slightly turned to the side.","OUTFIT: lace | ACCESSORIES: necklace, ring | STYLE: loose"
52,52.jpg,"The image shows a young couple standing on a boat in the ocean. The man is wearing a white t-shirt and orange shorts, while the woman is wearing blue bikini and a purple bandana on her head. They are both smiling and looking at each other. The sky is blue with white clouds and the ocean is a beautiful turquoise color. In the background, there are palm trees and a building visible. The couple appears to be happy and enjoying their time together.","OUTFIT: shirt, orange shorts, white t-shirt | ACCESSORIES: ring"
520,520.jpg,"The image shows a man and a woman walking on a sidewalk in front of a building. The man is on the left side of the image, wearing a green cowboy hat and a long black coat. He has a beard and is holding a black bag in his left hand. The woman on the right side is wearing a black leather jacket, a plaid mini skirt, and white boots. She is also wearing a pink and white striped hat. Both of them are holding hands and appear to be walking side by side. The building behind them has large windows and there are cars parked on the street.","OUTFIT: skirt, black leather, black leather jacket, black coat, white striped, plaid | ACCESSORIES: black bag, white striped hat, ring, white boots | STYLE: mini"
521,521.jpg,"The image shows a man sitting on a wooden chair in a room with wooden walls. He is wearing a long black robe with a high collar and long sleeves. The robe is made of a shiny, satin-like material and has a high waistline. The man is bald and has short, dark hair. He has a serious expression on his face and is looking directly at the camera. Behind him, there are several wooden chairs with white cushions. The room appears to be dimly lit, with a red tablecloth visible in the background.",OUTFIT: satin | ACCESSORIES: ring
